61612833720026,34745.75,34745.75,34745.75,34745.75,34745.75,34745.75 
61612833721119,34745.75,34745.75,34745.75,34745.75,34745.75,34745.75 
61612833722120,34745.75,34745.75,34745.75,34745.75,34745.75,34745.75 
61612833723220,34745.75,34745.75,34745.75,34745.75,34745.75,34745.75 
61612833724220,34745.75,34745.75,34745.75,34745.75,34745.75,34745.75 
61612833725229,34745.75,34745.75,34745.75,34745.75,34745.75,34745.75 
61612833726520,34745.75,34745.75,34745.75,34745.75,34745.75,34745.75 
61612833727619,34745.75,34745.75,34745.75,34745.75,34745.75,34745.75 
61612833728820,34745.75,34745.75,34745.75,34745.75,34745.75,34745.75 
61612833729920,34745.75,34745.75,34745.75,34745.75,34745.75,34745.75 
61612833731020,34745.75,34745.75,34745.75,34745.75,34745.75,34745.75 
61612833732020,34745.75,34745.75,34745.75,34745.75,34745.75,34745.75 
61612833733030,34745.75,34745.75,34745.75,34745.75,34745.75,34745.75 
61612833734119,34745.75,34745.75,34745.75,34745.75,34745.75,34745.75 
61612833735120,34745.75,34745.75,34745.75,34745.75,34745.75,34745.75 
61612833736120,34745.75,34745.75,34745.75,34745.75,34745.75,34745.75 
61612833737220,34745.75,34745.75,34745.75,34745.75,34745.75,34745.75 
61612833738220,34745.75,34745.75,34745.75,34745.75,34745.75,34745.75 
61612833739320,34745.75,34745.75,34745.75,34745.75,34745.75,34745.75 
61612833740320,34745.75,34745.75,34745.75,34745.75,34745.75,34745.75 
61612833741419,34745.75,34745.75,34745.75,34745.75,34745.75,34745.75 
61612833742419,34745.75,34745.75,34745.75,34745.75,34745.75,34745.75 
61612833743419,34745.75,34745.75,34745.75,34745.75,34745.75,34745.75 
61612833744419,34745.75,34745.75,34745.75,34745.75,34745.75,34745.75 
61612833745420,34745.75,34745.75,34745.75,34745.75,34745.75,34745.75 
61612833746519,34745.75,34745.75,34745.75,34745.75,34745.75,34745.75 
61612833747519,34745.75,34745.75,34745.75,34745.75,34745.75,34745.75 
61612833748519,34745.75,34745.75,34745.75,34745.75,34745.75,34745.75 
61612833749519,34745.75,34745.75,34745.75,34745.75,34745.75,34745.75 
61612833750519,34745.75,34745.75,34745.75,34745.75,34745.75,34745.75 
61612833751919,34745.75,34745.75,34745.75,34745.75,34745.75,34745.75 
61612833753419,34745.75,34745.75,34745.75,34745.75,34745.75,34745.75 
61612833754520,34745.75,34745.75,34745.75,34745.75,34745.75,34745.75 
61612833755919,34745.75,34745.75,34745.75,34745.75,34745.75,34745.75 
61612833757020,34745.75,34745.75,34745.75,34745.75,34745.75,34745.75 
61612833758119,34745.75,34745.75,34743.75,34743.75,34745.75,34743.75 
61612833759119,34743.75,34743.75,34738.25,34738.25,34745.75,34738.25 
61612833760119,34738.25,34738.25,34732.25,34732.25,34745.75,34732.25 
61612833761119,34732.25,34732.25,34732.25,34732.25,34745.75,34732.25 
61612833762119,34732.25,34732.25,34732.25,34732.25,34745.75,34732.25 
61612833763219,34732.25,34732.25,34732.25,34732.25,34745.75,34732.25 
61612833764319,34732.25,34732.25,34732.25,34732.25,34745.75,34732.25 
61612833765320,34732.25,34732.25,34731.75,34731.75,34745.75,34731.75 
61612833766419,34731.75,34731.75,34731.75,34731.75,34745.75,34731.75 
61612833767419,34731.75,34731.75,34731.75,34731.75,34745.75,34731.75 
61612833768419,34731.75,34731.75,34731.75,34731.75,34743.75,34731.75 
61612833769419,34731.75,34737.75,34731.75,34737.75,34738.25,34731.75 
61612833770419,34737.75,34741.75,34737.75,34741.75,34741.75,34731.75 
61612833771419,34741.75,34741.75,34741.75,34741.75,34741.75,34731.75 
61612833772419,34741.75,34741.75,34741.75,34741.75,34741.75,34731.75 
61612833773419,34741.75,34741.75,34741.75,34741.75,34741.75,34731.75 
61612833774519,34741.75,34741.75,34741.75,34741.75,34741.75,34731.75 
61612833775619,34741.75,34741.75,34741.75,34741.75,34741.75,34731.75 
61612833776619,34741.75,34741.75,34741.75,34741.75,34741.75,34731.75 
61612833777619,34741.75,34741.75,34741.75,34741.75,34741.75,34731.75 
61612833778619,34741.75,34741.75,34741.75,34741.75,34741.75,34731.75 
61612833779619,34741.75,34741.75,34741.75,34741.75,34741.75,34737.75 
61612833780619,34741.75,34741.75,34741.75,34741.75,34741.75,34741.75 
61612833781619,34741.75,34741.75,34741.75,34741.75,34741.75,34741.75 
61612833782619,34741.75,34741.75,34741.75,34741.75,34741.75,34741.75 
61612833783619,34741.75,34741.75,34741.75,34741.75,34741.75,34741.75 
61612833784620,34741.75,34741.75,34741.75,34741.75,34741.75,34741.75 
61612833785620,34741.75,34741.75,34741.75,34741.75,34741.75,34741.75 
61612833786919,34741.75,34741.75,34741.75,34741.75,34741.75,34741.75 
61612833787919,34741.75,34741.75,34741.75,34741.75,34741.75,34741.75 
61612833789019,34741.75,34742.75,34741.75,34742.75,34742.75,34741.75 
61612833790019,34742.75,34743.75,34742.75,34743.75,34743.75,34741.75 
61612833791019,34743.75,34743.75,34743.75,34743.75,34743.75,34741.75 
61612833792019,34743.75,34743.75,34743.75,34743.75,34743.75,34741.75 
61612833793020,34743.75,34743.75,34743.75,34743.75,34743.75,34741.75 
61612833794119,34743.75,34743.75,34743.75,34743.75,34743.75,34741.75 
61612833795119,34743.75,34743.75,34743.75,34743.75,34743.75,34741.75 
61612833796120,34743.75,34743.75,34743.75,34743.75,34743.75,34741.75 
61612833797120,34743.75,34743.75,34743.75,34743.75,34743.75,34741.75 
61612833798120,34743.75,34751.75,34743.75,34751.75,34751.75,34741.75 
61612833799219,34751.75,34751.75,34751.75,34751.75,34751.75,34742.75 
61612833800219,34751.75,34751.75,34751.75,34751.75,34751.75,34743.75 
61612833801219,34751.75,34751.75,34751.75,34751.75,34751.75,34743.75 
61612833802220,34751.75,34751.75,34751.75,34751.75,34751.75,34743.75 
61612833803319,34751.75,34751.75,34751.75,34751.75,34751.75,34743.75 
61612833804319,34751.75,34751.75,34751.75,34751.75,34751.75,34743.75 
61612833805320,34751.75,34751.75,34751.75,34751.75,34751.75,34743.75 
61612833806420,34751.75,34751.75,34751.75,34751.75,34751.75,34743.75 
61612833807719,34751.75,34751.75,34751.75,34751.75,34751.75,34743.75 
61612833808819,34751.75,34753.25,34751.75,34753.25,34753.25,34751.75 
61612833809819,34753.25,34764.25,34753.25,34764.25,34764.25,34751.75 
61612833810820,34764.25,34769.25,34764.25,34769.25,34769.25,34751.75 
61612833811919,34769.25,34769.25,34769.25,34769.25,34769.25,34751.75 
61612833812920,34769.25,34769.25,34769.25,34769.25,34769.25,34751.75 
61612833814219,34769.25,34769.25,34769.25,34769.25,34769.25,34751.75 
61612833815219,34769.25,34769.25,34769.25,34769.25,34769.25,34751.75 
61612833816220,34769.25,34769.25,34769.25,34769.25,34769.25,34751.75 
61612833817319,34769.25,34769.25,34769.25,34769.25,34769.25,34751.75 
61612833818419,34769.25,34769.25,34769.25,34769.25,34769.25,34751.75 
61612833819419,34769.25,34769.25,34769.25,34769.25,34769.25,34753.25 
61612833820419,34769.25,34769.25,34769.25,34769.25,34769.25,34764.25 
61612833821419,34769.25,34769.25,34769.25,34769.25,34769.25,34769.25 
61612833822419,34769.25,34769.25,34769.25,34769.25,34769.25,34769.25 
61612833823419,34769.25,34769.25,34769.25,34769.25,34769.25,34769.25 
61612833824519,34769.25,34769.25,34769.25,34769.25,34769.25,34769.25 
61612833825720,34769.25,34769.25,34769.25,34769.25,34769.25,34769.25 
61612833826819,34769.25,34769.25,34769.25,34769.25,34769.25,34769.25 
61612833827819,34769.25,34769.25,34769.25,34769.25,34769.25,34769.25 
61612833828819,34769.25,34769.25,34769.25,34769.25,34769.25,34769.25 
61612833829820,34769.25,34770.50,34769.25,34770.50,34770.50,34769.25 
61612833830919,34770.50,34771.75,34770.50,34771.75,34771.75,34769.25 
