61612833720026,34745.75,34745.75,34731.75,34741.75,34745.75,34731.75 
61612833780119,34741.75,34782.75,34741.75,34782.75,34782.75,34731.75 
61612833840119,34782.75,34802.25,34779.75,34786.00,34802.25,34731.75 
61612833900119,34786.00,34786.00,34775.25,34781.75,34802.25,34731.75 
61612833960220,34781.75,34790.75,34781.75,34782.75,34802.25,34731.75 
61612834020620,34782.75,34782.75,34772.25,34772.25,34802.25,34731.75 
61612834080820,34772.25,34772.25,34750.25,34757.75,34802.25,34731.75 
61612834140820,34757.75,34787.75,34757.75,34780.25,34802.25,34731.75 
61612834201020,34780.25,34785.25,34773.25,34784.25,34802.25,34731.75 
61612834261120,34784.25,34793.75,34776.75,34792.75,34802.25,34731.75 
61612834321419,34792.75,34792.75,34780.25,34790.75,34802.25,34741.75 
61612834381420,34790.75,34802.75,34790.75,34790.75,34802.75,34750.25 
61612834441420,34790.75,34818.25,34790.75,34808.25,34818.25,34750.25 
61612834501420,34808.25,34818.25,34808.25,34814.75,34818.25,34750.25 
61612834561519,34814.75,34814.75,34788.25,34788.25,34818.25,34750.25 
61612834622620,34788.25,34788.25,34775.25,34775.25,34818.25,34750.25 
61612834682620,34775.25,34775.25,34746.25,34746.25,34818.25,34746.25 
61612834742719,34746.25,34747.25,34741.75,34741.75,34818.25,34741.75 
61612834802720,34741.75,34741.75,34717.75,34732.75,34818.25,34717.75 
61612834862819,34732.75,34732.75,34712.25,34712.25,34818.25,34712.25 
61612834922819,34712.25,34712.25,34712.25,34712.25,34818.25,34712.25 
61612834983026,34712.25,34712.25,34685.75,34688.25,34818.25,34685.75 
61612835043319,34688.25,34702.75,34688.25,34698.75,34818.25,34685.75 
61612835103420,34698.75,34698.75,34653.25,34653.25,34814.75,34653.25 
61612835163519,34653.25,34671.25,34645.25,34671.25,34788.25,34645.25 
61612835223619,34671.25,34699.75,34655.75,34699.75,34775.25,34645.25 
61612835283619,34699.75,34699.75,34664.75,34670.25,34747.25,34645.25 
61612835343619,34670.25,34679.50,34662.75,34669.75,34741.75,34645.25 
61612835403619,34669.75,34669.75,34657.75,34665.25,34732.75,34645.25 
61612835463619,34665.25,34665.25,34650.25,34655.75,34712.25,34645.25 
61612835523619,34655.75,34668.75,34654.75,34659.75,34712.25,34645.25 
61612835583620,34659.75,34659.75,34634.25,34634.25,34702.75,34634.25 
